date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:55:37	121200/121200	---MCZ	200	added ('OK')	text/css	etag:W/%22ec3bb52a00e176a7181d454dffaea219%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css?ver=3.3.7	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min7433.css	(from https://automark.cl/)
11:55:37	89476/89476	---M--	200	added ('OK')	text/javascript	date:Fri,%2008%20May%202020%2007:05:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js?ver=3.5.1	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min9d52.js	(from https://automark.cl/)
11:55:38	40491/40491	---M-Z	200	added ('OK')	text/javascript	etag:%229e2b-59e626c3-d51344702e82d28d;gz%22	https://automark.cl/wp-content/plugins/nextcellent-gallery-nextgen-legacy/js/owl.carousel.min.js?ver=2	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/plugins/nextcellent-gallery-nextgen-legacy/js/owl.carousel.min77ae.js	(from https://automark.cl/)
11:55:38	31738/31738	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ffd-7bfa%22	https://cdnjs.cloudflare.com/ajax/libs/tiny-slider/2.9.2/min/tiny-slider.js?ver=2.9.2	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/cdnjs.cloudflare.com/ajax/libs/tiny-slider/2.9.2/min/tiny-sliderab7d.js	(from https://automark.cl/)
11:55:39	83979/83979	---M-Z	200	added ('OK')	text/javascript	etag:%221480b-631f0fab-6cba5693a72d7c36;gz%22	https://automark.cl/wp-content/themes/automark/js/automark-01.js?ver=0.1.5	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/themes/automark/js/automark-014116.js	(from https://automark.cl/)
11:55:40	780/780	---M-Z	200	added ('OK')	text/xml	date:Thu,%2007%20Aug%202025%2015:55:41%20GMT	https://automark.cl/xmlrpc.php?rsd	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/xmlrpc0db0.php	(from https://automark.cl/)
11:55:40	15708/15708	---M--	200	added ('OK')	image/png	etag:%223d5c-631f0fa0-72a0271a2108ae3f;;;%22	https://automark.cl/wp-content/themes/automark/images/logo_automark_2020.png	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/themes/automark/images/logo_automark_2020.png	(from https://automark.cl/)
11:55:41	215154/215154	---MC-	200	added ('OK')	application/json	date:Thu,%2007%20Aug%202025%2015:55:41%20GMT	https://automark.cl/wp-json/	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-json/index.html	(from https://automark.cl/)
11:55:41	132466/132466	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2015:55:42%20GMT	https://automark.cl/ventas/	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/ventas/index.html	(from https://automark.cl/)
11:55:42	3725544/3725544	---M--	200	added ('OK')	image/jpeg	etag:%2238d8e8-6888d045-efd9dd207fd0efe0;;;%22	https://automark.cl/wp-content/gallery/can-am-spyder-2010/20250725_131041.jpg?i=48703534	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/gallery/can-am-spyder-2010/20250725_1310413d59.jpg	(from https://automark.cl/)
11:55:42	224779/224779	---M--	200	added ('OK')	image/jpeg	etag:%2236e0b-65501923-5536a841f5cdc067;;;%22	https://automark.cl/wp-content/uploads/2023/11/Photo_1691447873872-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2023/11/Photo_1691447873872-1024x1024.jpg	(from https://automark.cl/)
11:55:42	4654243/4654243	---M--	200	added ('OK')	image/jpeg	etag:%224704a3-687aaf28-c83487ad565f55fd;;;%22	https://automark.cl/wp-content/gallery/chevrolet-c10-1962/photo_1752864712302.jpg?i=926072204	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/gallery/chevrolet-c10-1962/photo_17528647123021bbd.jpg	(from https://automark.cl/)
11:55:43	4125314/4125314	---M--	200	added ('OK')	image/jpeg	etag:%223ef282-686967f3-6bd3d95cb4999258;;;%22	https://automark.cl/wp-content/gallery/ford-f150-lariat-sport-2022/photo_1751730874943.jpg?i=1268900768	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/gallery/ford-f150-lariat-sport-2022/photo_1751730874943e070.jpg	(from https://automark.cl/)
11:55:43	4365483/4365483	---M--	200	added ('OK')	image/jpeg	etag:%22429cab-68378fdb-e7cc201738b7e48e;;;%22	https://automark.cl/wp-content/gallery/ford-explorer-eddie-bauer-1994/photo_1748353330530.jpg?i=1377159942	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/gallery/ford-explorer-eddie-bauer-1994/photo_1748353330530fa6c.jpg	(from https://automark.cl/)
11:55:44	4477731/4477731	---M--	200	added ('OK')	image/jpeg	etag:%22445323-677ee3e6-99a70705e670c212;;;%22	https://automark.cl/wp-content/gallery/ford-mustang-1965_1/photo_1736340421558-1.jpg?i=1053246028	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/gallery/ford-mustang-1965_1/photo_1736340421558-17485.jpg	(from https://automark.cl/)
11:55:44	3688047/3688047	---M--	200	added ('OK')	image/jpeg	etag:%2238466f-684b53f7-a67700065f3c67d3;;;%22	https://automark.cl/wp-content/gallery/harley-davidson-fat-bob-2019/20250612_173734.jpg?i=1069568594	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/gallery/harley-davidson-fat-bob-2019/20250612_17373435a6.jpg	(from https://automark.cl/)
11:55:44	4010931/4010931	---M--	200	added ('OK')	image/jpeg	etag:%223d33b3-688a773a-66b3de38eb2a9510;;;%22	https://automark.cl/wp-content/gallery/ford-mustang-1973/photo_1753902863432.jpg?i=1852820486	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/gallery/ford-mustang-1973/photo_17539028634328ebd.jpg	(from https://automark.cl/)
11:55:44	4725277/4725277	---M--	200	added ('OK')	image/jpeg	etag:%22481a1d-6876b51c-b1d2dd3386f18730;;;%22	https://automark.cl/wp-content/gallery/harley-davidson-sportster-s-2022/photo_1752599782265.jpg?i=309417523	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/gallery/harley-davidson-sportster-s-2022/photo_1752599782265d573.jpg	(from https://automark.cl/)
11:55:44	251159/251159	---M--	200	added ('OK')	image/jpeg	etag:%223d517-65f4e626-877c9aa5ed82dd4a;;;%22	https://automark.cl/wp-content/uploads/2024/03/Photo_1710547407976-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2024/03/Photo_1710547407976-1024x1024.jpg	(from https://automark.cl/)
11:55:45	4445939/4445939	---M--	200	added ('OK')	image/jpeg	etag:%2243d6f3-68927681-3d81464d0c6279c8;;;%22	https://automark.cl/wp-content/gallery/jeep-wrangler-2000/photo_1754422217847.jpg?i=1849082259	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/gallery/jeep-wrangler-2000/photo_175442221784776e2.jpg	(from https://automark.cl/)
11:55:45	3615849/3615849	---M--	200	added ('OK')	image/jpeg	etag:%22372c69-6888df67-42f6eea1cf40a4a0;;;%22	https://automark.cl/wp-content/gallery/motomorini-x-cape-2025/20250725_152952.jpg?i=1747415457	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/gallery/motomorini-x-cape-2025/20250725_15295277b1.jpg	(from https://automark.cl/)
11:55:45	209332/209332	---M--	200	added ('OK')	image/jpeg	etag:%22331b4-6584d50f-24138cc5088c1fc7;;;%22	https://automark.cl/wp-content/uploads/2023/12/Photo_1703201356228-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2023/12/Photo_1703201356228-1024x1024.jpg	(from https://automark.cl/)
11:55:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2015:55:46%20GMT	https://automark.cl/taller	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/taller	(from https://automark.cl/)
11:55:46	17075/17075	---M--	200	added ('OK')	image/jpeg	etag:%2242b3-5ee7ff02-497cd1190473d916;;;%22	https://automark.cl/wp-content/uploads/2020/06/IMG_20190325_232150_108-300x157.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2020/06/IMG_20190325_232150_108-300x157.jpg	(from https://automark.cl/)
11:55:46	33706/33706	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2015:55:47%20GMT	https://automark.cl/taller/	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/taller/index.html	(from https://automark.cl/)
11:55:46	23304/23304	---M--	200	added ('OK')	image/jpeg	etag:%225b08-5ee7ff0c-3889f66b276345b2;;;%22	https://automark.cl/wp-content/uploads/2020/06/IMG_20190703_200712_304-240x300.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2020/06/IMG_20190703_200712_304-240x300.jpg	(from https://automark.cl/)
11:55:46	24379/24379	---M--	200	added ('OK')	image/jpeg	etag:%225f3b-5ee7ff16-8e77c88aafbbbad9;;;%22	https://automark.cl/wp-content/uploads/2020/06/IMG_20191120_195901_757-300x300.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2020/06/IMG_20191120_195901_757-300x300.jpg	(from https://automark.cl/)
11:55:46	4250455/4250455	---M--	200	added ('OK')	image/jpeg	etag:%2240db57-68546f60-766af33ac86652ee;;;%22	https://automark.cl/wp-content/gallery/mercedes-benz-unimog-426-casa-rodante-motoriz-1974/photo_1750359143370.jpg?i=764727344	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/gallery/mercedes-benz-unimog-426-casa-rodante-motoriz-1/photo_1750359143370.1a8979.del	(from https://automark.cl/)
11:55:47	32847/32847	---M--	200	added ('OK')	image/jpeg	etag:%22804f-5ee7ff2b-e0f8a9d2791f682a;;;%22	https://automark.cl/wp-content/uploads/2020/06/IMG_20191211_170750_791-300x300.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2020/06/IMG_20191211_170750_791-300x300.jpg	(from https://automark.cl/)
11:55:47	4405154/4405154	---M--	200	added ('OK')	image/jpeg	etag:%224337a2-68756764-9e77491db9d40dd5;;;%22	https://automark.cl/wp-content/gallery/toyota-4-runner-2001/photo_1752521381259.jpg?i=2112381904	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/gallery/toyota-4-runner-2001/photo_17525213812596756.jpg	(from https://automark.cl/)
11:55:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2015:55:48%20GMT	https://automark.cl/garage	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/garage	(from https://automark.cl/)
11:55:47	203609/203609	---M--	200	added ('OK')	image/jpeg	etag:%2231b59-5f1850bd-3dbcee9891bd9d17;;;%22	https://automark.cl/wp-content/uploads/2020/07/Photo_1592868235009-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2020/07/Photo_1592868235009-1024x1024.jpg	(from https://automark.cl/)
11:55:47	27979/27979	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2015:55:48%20GMT	https://automark.cl/garage/	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/garage/index.html	(from https://automark.cl/)
11:55:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2015:55:49%20GMT	https://automark.cl/garage	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/garage	(from https://automark.cl/)
11:55:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2015:55:49%20GMT	https://automark.cl/garage	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/garage	(from https://automark.cl/)
11:55:49	321897/321897	---M--	200	added ('OK')	image/jpeg	etag:%224e969-5df26217-e014eb247d875281;;;%22	https://automark.cl/wp-content/uploads/2019/12/20191007_145241-Copiar.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2019/12/20191007_145241-Copiar.jpg	(from https://automark.cl/)
11:55:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Aug%202025%2015:55:50%20GMT	https://automark.cl/garage	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/garage	(from https://automark.cl/)
11:55:49	218456/218456	---M--	200	added ('OK')	image/jpeg	etag:%2235558-615378c4-f69967e1499f62fd;;;%22	https://automark.cl/wp-content/uploads/2009/06/1-1-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2009/06/1-1-1024x1024.jpg	(from https://automark.cl/)
11:55:57	176/176	---M--	200	added ('OK')	image/png	etag:%22b0-682e39b2-5136ba772d89b2e1;;;%22	https://automark.cl/wp-content/plugins/instagram-feed/img/placeholder.png	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/plugins/instagram-feed/img/placeholder.png	(from https://automark.cl/)
11:55:59	234066/234066	---M--	200	added ('OK')	image/jpeg	etag:%2239252-536be621-1f96d947b8d909f8;;;%22	http://automark.cl/wp-content/uploads/2011/09/P10-1024x768.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2011/09/P10-1024x768.jpg	(from https://automark.cl/)
11:55:59	1328/1328	---M-Z	200	added ('OK')	image/svg+xml	etag:%22530-631f0f9c-d5180982df47e6a2;gz%22	https://automark.cl/wp-content/themes/automark/images/icons8-waze.svg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/themes/automark/images/icons8-waze.svg	(from https://automark.cl/)
11:56:00	2080/2080	---M--	200	added ('OK')	image/png	etag:%22820-631f0fa0-24b4869fa971f54c;;;%22	https://automark.cl/wp-content/themes/automark/images/logoMetro.png	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/themes/automark/images/logoMetro.png	(from https://automark.cl/)
11:56:00	56179/56179	---M--	200	added ('OK')	image/png	etag:d266b6114ffcaf2dfb0b7cca64d4968b	https://upload.wikimedia.org/wikipedia/commons/5/5e/WhatsApp_icon.png	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/upload.wikimedia.org/wikipedia/commons/5/5e/WhatsApp_icon.png	(from https://automark.cl/)
11:56:00	8320/8320	---M--	200	added ('OK')	image/png	etag:%222080-631f0f9d-fe3f11d5dfcf7415;;;%22	https://automark.cl/wp-content/themes/automark/images/instagram.png	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/themes/automark/images/instagram.png	(from https://automark.cl/)
11:56:00	4248/4248	---M--	200	added ('OK')	image/png	etag:%221098-631f0f97-9bd88e0b6818a012;;;%22	https://automark.cl/wp-content/themes/automark/images/facebook.png	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/themes/automark/images/facebook.png	(from https://automark.cl/)
11:56:01	1/1	---M-Z	400	error ('Bad%20Request')	text/html	date:Thu,%2007%20Aug%202025%2015:56:02%20GMT	https://automark.cl/wp-admin/admin-ajax.php	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-admin/admin-ajax.php	(from https://automark.cl/)
11:56:02	23784/23784	---M-Z	200	added ('OK')	text/javascript	etag:%225ce8-682e39b2-e21c2fa9b03f574e;gz%22	https://automark.cl/wp-content/plugins/instagram-feed/js/sbi-scripts.min.js?ver=6.9.1	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/plugins/instagram-feed/js/sbi-scripts.min4d80.js	(from https://automark.cl/)
11:56:02	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-631f0f76-c0c9a189ff9c8e32;;;%22	https://automark.cl/wp-content/themes/automark/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/themes/automark/fonts/fontawesome-webfont3e6e.eot	(from https://automark.cl/wp-content/themes/automark/css/font-awesome.css)
11:56:03	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-631f0f79-a8c962f9dc89c4a3;;;%22	https://automark.cl/wp-content/themes/automark/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/themes/automark/fonts/fontawesome-webfont3e6e.woff2	(from https://automark.cl/wp-content/themes/automark/css/font-awesome.css)
